postcode,state,locality,tr
3318,VIC,CONNEWIRRICOO,Western Grampians
3318,VIC,EDENHOPE,Western Grampians
3318,VIC,KADNOOK,Western Grampians
3318,VIC,LANGKOOP,Western Grampians
3318,VIC,PATYAH,Western Grampians
3318,VIC,ULLSWATER,Western Grampians
3319,VIC,APSLEY,Western Grampians
3319,VIC,BENAYEO,Western Grampians
3319,VIC,BRINGALBERT,Western Grampians
3321,VIC,HESSE,Geelong and the Bellarine
3321,VIC,INVERLEIGH,Geelong and the Bellarine
3321,VIC,WINGEEL,Great Ocean Road
3322,VIC,CRESSY,Great Ocean Road
3323,VIC,BERRYBANK,Great Ocean Road
3323,VIC,DUVERNEY,Great Ocean Road
3323,VIC,FOXHOW,Great Ocean Road
3324,VIC,LISMORE,Great Ocean Road
3324,VIC,MINGAY,Great Ocean Road
3324,VIC,MOUNT BUTE,Great Ocean Road
3325,VIC,DERRINALLUM,Great Ocean Road
3325,VIC,LARRALEA,Great Ocean Road
3325,VIC,VITE VITE,Great Ocean Road
3325,VIC,VITE VITE NORTH,Great Ocean Road
3328,VIC,TEESDALE,Geelong and the Bellarine
3329,VIC,BARUNAH PARK,Geelong and the Bellarine
3329,VIC,BARUNAH PLAINS,Great Ocean Road
3329,VIC,SHELFORD,Geelong and the Bellarine
3330,VIC,ROKEWOOD,Geelong and the Bellarine
3331,VIC,BANNOCKBURN,Geelong and the Bellarine
3331,VIC,GHERINGHAP,Geelong and the Bellarine
3331,VIC,MAUDE,Geelong and the Bellarine
3331,VIC,RUSSELLS BRIDGE,Geelong and the Bellarine
3331,VIC,SHE OAKS,Geelong and the Bellarine
3331,VIC,STEIGLITZ,Geelong and the Bellarine
3331,VIC,SUTHERLANDS CREEK,Geelong and the Bellarine
3332,VIC,LETHBRIDGE,Geelong and the Bellarine
3333,VIC,BAMGANIE,Geelong and the Bellarine
3333,VIC,MEREDITH,Geelong and the Bellarine
3334,VIC,BUNGAL,Macedon
3334,VIC,CARGERIE,Macedon
3334,VIC,ELAINE,Macedon
3334,VIC,MORRISONS,Macedon
3334,VIC,MOUNT DORAN,Macedon
3335,VIC,BONNIE BROOK,Melbourne
3335,VIC,GRANGEFIELDS,Melbourne
3335,VIC,PLUMPTON,Melbourne
3335,VIC,ROCKBANK,Melbourne
3335,VIC,THORNHILL PARK,Melbourne
3336,VIC,AINTREE,Melbourne
3336,VIC,DEANSIDE,Melbourne
3336,VIC,FRASER RISE,Melbourne
3337,VIC,HARKNESS,Melbourne
3337,VIC,KURUNJANG,Melbourne
3337,VIC,MELTON,Melbourne
3337,VIC,MELTON WEST,Melbourne
3337,VIC,TOOLERN VALE,Melbourne
3338,VIC,BROOKFIELD,Melbourne
3338,VIC,COBBLEBANK,Melbourne
3338,VIC,EXFORD,Melbourne
3338,VIC,EYNESBURY,Melbourne
3338,VIC,MELTON SOUTH,Melbourne
3338,VIC,STRATHTULLOH,Melbourne
3338,VIC,WEIR VIEWS,Melbourne
3340,VIC,BACCHUS MARSH,Macedon
3340,VIC,BALLIANG,Macedon
3340,VIC,BALLIANG EAST,Macedon
3340,VIC,COIMADAI,Macedon
3340,VIC,DARLEY,Macedon
3340,VIC,GLENMORE,Macedon
3340,VIC,HOPETOUN PARK,Macedon
3340,VIC,LONG FOREST,Macedon
3340,VIC,MADDINGLEY,Macedon
3340,VIC,MERRIMU,Macedon
3340,VIC,PARWAN,Macedon
3340,VIC,ROWSLEY,Macedon
3340,VIC,STAUGHTON VALE,Geelong and the Bellarine
3341,VIC,DALES CREEK,Macedon
3341,VIC,GREENDALE,Macedon
3341,VIC,KOROBEIT,Macedon
3341,VIC,MYRNIONG,Macedon
3341,VIC,PENTLAND HILLS,Macedon
3342,VIC,BALLAN,Macedon
3342,VIC,BEREMBOKE,Macedon
3342,VIC,BLAKEVILLE,Macedon
3342,VIC,BUNDING,Macedon
3342,VIC,COLBROOK,Macedon
3342,VIC,DURDIDWARRAH,Geelong and the Bellarine
3342,VIC,FISKVILLE,Macedon
3342,VIC,INGLISTON,Macedon
3342,VIC,MOUNT WALLACE,Macedon
3345,VIC,GORDON,Macedon
3350,VIC,ALFREDTON,Ballarat
3350,VIC,BAKERY HILL,Ballarat
3350,VIC,BALLARAT CENTRAL,Ballarat
3350,VIC,BALLARAT EAST,Ballarat
3350,VIC,BALLARAT NORTH,Ballarat
3350,VIC,BLACK HILL,Ballarat
3350,VIC,BROWN HILL,Ballarat
3350,VIC,CANADIAN,Ballarat
3350,VIC,EUREKA,Ballarat
3350,VIC,GOLDEN POINT,Ballarat
3350,VIC,INVERMAY PARK,Ballarat
3350,VIC,LAKE WENDOUREE,Ballarat
3350,VIC,LUCAS,Ballarat
3350,VIC,MOUNT CLEAR,Ballarat
3350,VIC,MOUNT HELEN,Ballarat
3350,VIC,MOUNT PLEASANT,Ballarat
3350,VIC,NERRINA,Ballarat
3350,VIC,NEWINGTON,Ballarat
3350,VIC,REDAN,Ballarat
3350,VIC,SOLDIERS HILL,Ballarat
3351,VIC,BERRINGA,Ballarat
3351,VIC,BO PEEP,Ballarat
3351,VIC,CAPE CLEAR,Ballarat
3351,VIC,CARNGHAM,Ballarat
3351,VIC,CHEPSTOWE,Ballarat
3351,VIC,HADDON,Ballarat
3351,VIC,HAPPY VALLEY,Ballarat
3351,VIC,HILLCREST,Ballarat
3351,VIC,ILLABAROOK,Ballarat
3351,VIC,LAKE BOLAC,Central Highlands
3351,VIC,MININERA,Central Highlands
3351,VIC,MOUNT EMU,Ballarat
3351,VIC,NERRIN NERRIN,Central Highlands
3351,VIC,NINTINGBOOL,Ballarat
3351,VIC,PIGGOREET,Ballarat
3351,VIC,PITFIELD,Ballarat
3351,VIC,ROKEWOOD JUNCTION,Geelong and the Bellarine
3351,VIC,ROSS CREEK,Ballarat
3351,VIC,SCARSDALE,Ballarat
3351,VIC,SMYTHES CREEK,Ballarat
3351,VIC,SMYTHESDALE,Ballarat
3351,VIC,SNAKE VALLEY,Ballarat
3351,VIC,SPRINGDALLAH,Ballarat
3351,VIC,STAFFORDSHIRE REEF,Ballarat
3351,VIC,STREATHAM,Central Highlands
3351,VIC,WALLINDUC,Ballarat
3351,VIC,WESTMERE,Central Highlands
3352,VIC,ADDINGTON,Spa Country
3352,VIC,BLOWHARD,Spa Country
3352,VIC,BOLWARRAH,Macedon
3352,VIC,BONSHAW,Ballarat
3352,VIC,BREWSTER,Ballarat
3352,VIC,BULLAROOK,Macedon
3352,VIC,BUNGAREE,Macedon
3352,VIC,BUNKERS HILL,Ballarat
3352,VIC,BURRUMBEET,Ballarat
3352,VIC,CAMBRIAN HILL,Ballarat
3352,VIC,CARDIGAN,Ballarat
3352,VIC,CARDIGAN VILLAGE,Ballarat
3352,VIC,CLARENDON,Macedon
3352,VIC,CLARETOWN,Macedon
3352,VIC,CLARKES HILL,Macedon
3352,VIC,CORINDHAP,Geelong and the Bellarine
3352,VIC,DEREEL,Geelong and the Bellarine
3352,VIC,DUNNSTOWN,Macedon
3352,VIC,DURHAM LEAD,Macedon
3352,VIC,ENFIELD,Ballarat
3352,VIC,ERCILDOUNE,Ballarat
3352,VIC,GARIBALDI,Ballarat
3352,VIC,GLENBRAE,Ballarat
3352,VIC,GLEN PARK,Ballarat
3352,VIC,GONG GONG,Ballarat
3352,VIC,GRENVILLE,Ballarat
3352,VIC,INVERMAY,Ballarat
3352,VIC,LAL LAL,Macedon
3352,VIC,LAMPLOUGH,Ballarat
3352,VIC,LANGI KAL KAL,Ballarat
3352,VIC,LEARMONTH,Spa Country
3352,VIC,LEIGH CREEK,Macedon
3352,VIC,LEXTON,Ballarat
3352,VIC,MAGPIE,Ballarat
3352,VIC,MILLBROOK,Macedon
3352,VIC,MINERS REST,Ballarat
3352,VIC,MOLLONGGHIP,Macedon
3352,VIC,MOUNT BOLTON,Spa Country
3352,VIC,MOUNT EGERTON,Macedon
3352,VIC,MOUNT MERCER,Geelong and the Bellarine
3352,VIC,MOUNT ROWAN,Ballarat
3352,VIC,NAPOLEONS,Ballarat
3352,VIC,NAVIGATORS,Macedon
3352,VIC,POOTILLA,Macedon
3352,VIC,SCOTCHMANS LEAD,Ballarat
3352,VIC,SCOTSBURN,Macedon
3352,VIC,SPRINGBANK,Macedon
3352,VIC,SULKY,Spa Country
3352,VIC,WALLACE,Macedon
3352,VIC,WARRENHEIP,Ballarat
3352,VIC,WATTLE FLAT,Spa Country
3352,VIC,WAUBRA,Ballarat
3352,VIC,WEATHERBOARD,Spa Country
3352,VIC,WERNETH,Ballarat
3352,VIC,WINDERMERE,Spa Country
3352,VIC,YENDON,Macedon
3355,VIC,LAKE GARDENS,Ballarat
3355,VIC,MITCHELL PARK,Ballarat
3355,VIC,WENDOUREE,Ballarat
3356,VIC,DELACOMBE,Ballarat
3356,VIC,SEBASTOPOL,Ballarat
3357,VIC,BUNINYONG,Ballarat
3358,VIC,WINTER VALLEY,Ballarat
3360,VIC,LINTON,Ballarat
3360,VIC,MANNIBADAR,Ballarat
3360,VIC,PITTONG,Ballarat
3360,VIC,WILLOWVALE,Ballarat
3361,VIC,BRADVALE,Great Ocean Road
3361,VIC,CARRANBALLAC,Ballarat
3361,VIC,SKIPTON,Ballarat
3363,VIC,CRESWICK,Spa Country
3363,VIC,CRESWICK NORTH,Spa Country
3363,VIC,DEAN,Spa Country
3363,VIC,GLENDARUEL,Spa Country
3363,VIC,LANGDONS HILL,Spa Country
3363,VIC,MOUNT BECKWORTH,Spa Country
3363,VIC,TOURELLO,Spa Country
3364,VIC,ALLENDALE,Spa Country
3364,VIC,ASCOT,Spa Country
3364,VIC,BALD HILLS,Spa Country
3364,VIC,BARKSTEAD,Macedon
3364,VIC,BLAMPIED,Spa Country
3364,VIC,BROOMFIELD,Spa Country
3364,VIC,CABBAGE TREE,Spa Country
3364,VIC,CAMPBELLTOWN,Spa Country
3364,VIC,COGHILLS CREEK,Spa Country
3364,VIC,GLENDONALD,Spa Country
3364,VIC,JOYCES CREEK,Bendigo Loddon
3364,VIC,KINGSTON,Spa Country
3364,VIC,KOOROOCHEANG,Spa Country
3364,VIC,LAWRENCE,Spa Country
3364,VIC,MOUNT PROSPECT,Spa Country
3364,VIC,NEWLYN,Spa Country
3364,VIC,NEWLYN NORTH,Spa Country
3364,VIC,ROCKLYN,Spa Country
3364,VIC,SMEATON,Spa Country
3364,VIC,SMOKEYTOWN,Spa Country
3364,VIC,SPRINGMOUNT,Spa Country
3364,VIC,STRATHLEA,Bendigo Loddon
3364,VIC,WERONA,Bendigo Loddon
3370,VIC,CLUNES,Spa Country
3370,VIC,GLENGOWER,Spa Country
3370,VIC,MOUNT CAMERON,Bendigo Loddon
3370,VIC,ULLINA,Spa Country
3371,VIC,AMHERST,Bendigo Loddon
3371,VIC,BURNBANK,Ballarat
3371,VIC,CARALULUP,Bendigo Loddon
3371,VIC,DUNACH,Spa Country
3371,VIC,EVANSFORD,Ballarat
3371,VIC,LILLICUR,Bendigo Loddon
3371,VIC,MOUNT GLASGOW,Bendigo Loddon
3371,VIC,RED LION,Bendigo Loddon
3371,VIC,STONY CREEK,Bendigo Loddon
3371,VIC,TALBOT,Bendigo Loddon
3373,VIC,BEAUFORT,Ballarat
3373,VIC,CHUTE,Ballarat
3373,VIC,CROSS ROADS,Ballarat
3373,VIC,LAKE GOLDSMITH,Ballarat
3373,VIC,LAKE WONGAN,Central Highlands
3373,VIC,MAIN LEAD,Ballarat
3373,VIC,MENA PARK,Ballarat
3373,VIC,NERRING,Ballarat
3373,VIC,RAGLAN,Ballarat
3373,VIC,STOCKYARD HILL,Ballarat
3373,VIC,STONELEIGH,Ballarat
3373,VIC,TRAWALLA,Ballarat
3373,VIC,WATERLOO,Ballarat
3374,VIC,GREAT WESTERN,Central Highlands
3375,VIC,BALLYROGAN,Central Highlands
3375,VIC,BAYINDEEN,Central Highlands
3375,VIC,BUANGOR,Central Highlands
3375,VIC,MIDDLE CREEK,Ballarat
3377,VIC,ARARAT,Central Highlands
3377,VIC,ARMSTRONG,Central Highlands
3377,VIC,BULGANA,Central Highlands
3377,VIC,CATHCART,Central Highlands
3377,VIC,CROWLANDS,Ballarat
3377,VIC,DENICULL CREEK,Central Highlands
3377,VIC,DOBIE,Central Highlands
3377,VIC,DUNNEWORTHY,Central Highlands
3377,VIC,EVERSLEY,Ballarat
3377,VIC,LANGI LOGAN,Central Highlands
3377,VIC,MAROONA,Central Highlands
3377,VIC,MOUNT COLE,Central Highlands
3377,VIC,MOUNT COLE CREEK,Central Highlands
3377,VIC,MOYSTON,Central Highlands
3377,VIC,NORVAL,Central Highlands
3377,VIC,RHYMNEY,Central Highlands
3377,VIC,ROCKY POINT,Central Highlands
3377,VIC,ROSSBRIDGE,Central Highlands
3377,VIC,SHAYS FLAT,Central Highlands
3377,VIC,WARRAK,Central Highlands
3378,VIC,TATYOON,Central Highlands
3378,VIC,YALLA-Y-POORA,Central Highlands
3379,VIC,BORNES HILL,Central Highlands
3379,VIC,CHATSWORTH,Great Ocean Road
3379,VIC,MAFEKING,Central Highlands
3379,VIC,STAVELY,Central Highlands
3379,VIC,WICKLIFFE,Central Highlands
3379,VIC,WILLAURA,Central Highlands
3379,VIC,WILLAURA NORTH,Central Highlands
3380,VIC,STAWELL,Central Highlands
3381,VIC,BELLELLEN,Central Highlands
3381,VIC,BLACK RANGE,Central Highlands
3381,VIC,FYANS CREEK,Central Highlands
3381,VIC,HALLS GAP,Central Highlands
3381,VIC,ILLAWARRA,Central Highlands
3381,VIC,LAKE FYANS,Central Highlands
3381,VIC,LAKE LONSDALE,Central Highlands
3381,VIC,MOKEPILLY,Central Highlands
3381,VIC,MOUNT DRYDEN,Central Highlands
3381,VIC,POMONAL,Central Highlands
3384,VIC,BARKLY,Ballarat
3384,VIC,CONCONGELLA,Central Highlands
3384,VIC,FRENCHMANS,Ballarat
3384,VIC,JOEL JOEL,Central Highlands
3384,VIC,JOEL SOUTH,Central Highlands
3384,VIC,LANDSBOROUGH,Ballarat
3384,VIC,LANDSBOROUGH WEST,Central Highlands
3384,VIC,NAVARRE,Central Highlands
3384,VIC,TULKARA,Central Highlands
3384,VIC,WATTLE CREEK,Central Highlands
3385,VIC,DADSWELLS BRIDGE,Western Grampians
3385,VIC,DEEP LEAD,Central Highlands
3385,VIC,GLENORCHY,Central Highlands
3385,VIC,LEDCOURT,Central Highlands
3385,VIC,LUBECK,Wimmera
3385,VIC,RIACHELLA,Central Highlands
3385,VIC,ROSES GAP,Central Highlands
3385,VIC,WAL WAL,Central Highlands
3387,VIC,BOLANGUM,Central Highlands
3387,VIC,CALLAWADDA,Central Highlands
3387,VIC,CAMPBELLS BRIDGE,Central Highlands
3387,VIC,GERMANIA,Central Highlands
3387,VIC,GREENS CREEK,Central Highlands
3387,VIC,KANYA,Central Highlands
3387,VIC,MARNOO,Central Highlands
3387,VIC,MARNOO WEST,Central Highlands
3387,VIC,MORRL MORRL,Central Highlands
3387,VIC,WALLALOO,Central Highlands
3387,VIC,WALLALOO EAST,Central Highlands
3388,VIC,BANYENA,Central Highlands
3388,VIC,RUPANYUP,Wimmera
3390,VIC,KEWELL,Wimmera
3390,VIC,MURTOA,Wimmera
3391,VIC,BRIM,Wimmera
3392,VIC,BOOLITE,Wimmera
3392,VIC,MINYIP,Wimmera
3392,VIC,SHEEP HILLS,Wimmera
3393,VIC,AUBREY,Wimmera
3393,VIC,BANGERANG,Wimmera
3393,VIC,CANNUM,Wimmera
3393,VIC,CRYMELON,Wimmera
3393,VIC,KELLALAC,Wimmera
3393,VIC,LAH,Wimmera
3393,VIC,WARRACKNABEAL,Wimmera
3393,VIC,WILKUR,Wimmera
3393,VIC,WILLENABRINA,Wimmera
3395,VIC,BEULAH,Wimmera
3395,VIC,KENMARE,Wimmera
3395,VIC,REEDY DAM,Wimmera
3395,VIC,ROSEBERY,Wimmera
3396,VIC,HOPETOUN,Wimmera
3400,VIC,HORSHAM,Western Grampians
3401,VIC,BLACKHEATH,Western Grampians
3401,VIC,BRIMPAEN,Western Grampians
3401,VIC,BUNGALALLY,Western Grampians
3401,VIC,CHERRYPOOL,Western Grampians
3401,VIC,DOOEN,Western Grampians
3401,VIC,DRUNG,Western Grampians
3401,VIC,GYMBOWEN,Western Grampians
3401,VIC,HAVEN,Western Grampians
3401,VIC,JUNG,Western Grampians
3401,VIC,KALKEE,Western Grampians
3401,VIC,KANAGULK,Western Grampians
3401,VIC,KARNAK,Western Grampians
3401,VIC,LAHARUM,Western Grampians
3401,VIC,LONGERENONG,Western Grampians
3401,VIC,LOWER NORTON,Western Grampians
3401,VIC,MCKENZIE CREEK,Western Grampians
3401,VIC,MOCKINYA,Western Grampians
3401,VIC,MURRA WARRA,Western Grampians
3401,VIC,NURCOUNG,Western Grampians
3401,VIC,NURRABIEL,Western Grampians
3401,VIC,PIMPINIO,Western Grampians
3401,VIC,QUANTONG,Western Grampians
3401,VIC,RIVERSIDE,Western Grampians
3401,VIC,ROCKLANDS,Western Grampians
3401,VIC,ST HELENS PLAINS,Western Grampians
3401,VIC,TELANGATUK EAST,Western Grampians
3401,VIC,TOOLONDO,Western Grampians
3401,VIC,VECTIS,Western Grampians
3401,VIC,WAIL,Western Grampians
3401,VIC,WALLUP,Wimmera
3401,VIC,WARTOOK,Central Highlands
3401,VIC,WONWONDAH,Western Grampians
3401,VIC,ZUMSTEINS,Central Highlands
3407,VIC,BALMORAL,Western Grampians
3407,VIC,ENGLEFIELD,Western Grampians
3407,VIC,GATUM,Western Grampians
3407,VIC,PIGEON PONDS,Western Grampians
3407,VIC,VASEY,Western Grampians
3409,VIC,ARAPILES,Western Grampians
3409,VIC,CLEAR LAKE,Western Grampians
3409,VIC,DOUGLAS,Western Grampians
3409,VIC,DUCHEMBEGARRA,Western Grampians
3409,VIC,GRASS FLAT,Western Grampians
3409,VIC,JILPANGER,Western Grampians
3409,VIC,MIGA LAKE,Western Grampians
3409,VIC,MITRE,Western Grampians
3409,VIC,NATIMUK,Western Grampians
3409,VIC,NORADJUHA,Western Grampians
3409,VIC,TOOAN,Western Grampians
3409,VIC,WOMBELANO,Western Grampians
3412,VIC,GOROKE,Western Grampians
3413,VIC,MINIMAY,Western Grampians
3413,VIC,NEUARPURR,Western Grampians
3413,VIC,OZENKADNOOK,Western Grampians
3413,VIC,PERONNE,Western Grampians
3414,VIC,ANTWERP,Wimmera
3414,VIC,DIMBOOLA,Wimmera
3414,VIC,TARRANYURK,Wimmera
3415,VIC,MIRAM,Wimmera
3418,VIC,BROUGHTON,Wimmera
3418,VIC,GERANG GERUNG,Wimmera
3418,VIC,GLENLEE,Wimmera
3418,VIC,KIATA,Wimmera
3418,VIC,LAWLOIT,Wimmera
3418,VIC,LITTLE DESERT,Wimmera
3418,VIC,LORQUON,Wimmera
3418,VIC,NETHERBY,Wimmera
3418,VIC,NHILL,Wimmera
3418,VIC,YANAC,Wimmera
3419,VIC,KANIVA,Wimmera
3420,VIC,LILLIMUR,Wimmera
3420,VIC,SERVICETON,Wimmera
3420,VIC,TELOPEA DOWNS,Wimmera
3423,VIC,JEPARIT,Wimmera
3424,VIC,RAINBOW,Wimmera
3424,VIC,YAAPEET,Wimmera
3427,VIC,DIGGERS REST,Melbourne
3428,VIC,BULLA,Melbourne
3429,VIC,SUNBURY,Melbourne
3429,VIC,WILDWOOD,Melbourne
3430,VIC,CLARKEFIELD,Macedon
3431,VIC,RIDDELLS CREEK,Macedon
3432,VIC,BOLINDA,Macedon
3433,VIC,MONEGEETTA,Macedon
3434,VIC,CHEROKEE,Macedon
3434,VIC,KERRIE,Macedon
3434,VIC,ROMSEY,Macedon
3434,VIC,SPRINGFIELD,Macedon
3435,VIC,BENLOCH,Macedon
3435,VIC,GOLDIE,Macedon
3435,VIC,LANCEFIELD,Macedon
3435,VIC,NULLA VALE,Goulburn
3437,VIC,BULLENGAROOK,Macedon
3437,VIC,GISBORNE,Macedon
3437,VIC,GISBORNE SOUTH,Macedon
3438,VIC,NEW GISBORNE,Macedon
3440,VIC,MACEDON,Macedon
3441,VIC,MOUNT MACEDON,Macedon
3442,VIC,ASHBOURNE,Macedon
3442,VIC,CADELLO,Macedon
3442,VIC,CARLSRUHE,Macedon
3442,VIC,COBAW,Macedon
3442,VIC,HESKET,Macedon
3442,VIC,NEWHAM,Macedon
3442,VIC,ROCHFORD,Macedon
3442,VIC,WOODEND,Macedon
3442,VIC,WOODEND NORTH,Macedon
3444,VIC,BARFOLD,Bendigo Loddon
3444,VIC,BAYNTON,Macedon
3444,VIC,BAYNTON EAST,Macedon
3444,VIC,EDGECOMBE,Macedon
3444,VIC,GLENHOPE,Goulburn
3444,VIC,GREENHILL,Macedon
3444,VIC,KYNETON,Macedon
3444,VIC,KYNETON SOUTH,Macedon
3444,VIC,LANGLEY,Bendigo Loddon
3444,VIC,LAURISTON,Macedon
3444,VIC,LYAL,Bendigo Loddon
3444,VIC,METCALFE EAST,Bendigo Loddon
3444,VIC,MIA MIA,Bendigo Loddon
3444,VIC,PASTORIA,Macedon
3444,VIC,PASTORIA EAST,Macedon
3444,VIC,PIPERS CREEK,Macedon
3444,VIC,REDESDALE,Bendigo Loddon
3444,VIC,SIDONIA,Macedon
3444,VIC,SPRING HILL,Macedon
3444,VIC,TYLDEN,Macedon
3444,VIC,TYLDEN SOUTH,Spa Country
3446,VIC,DRUMMOND NORTH,Spa Country
3446,VIC,MALMSBURY,Macedon
3447,VIC,TARADALE,Bendigo Loddon
3448,VIC,ELPHINSTONE,Bendigo Loddon
3448,VIC,METCALFE,Bendigo Loddon
3448,VIC,SUTTON GRANGE,Bendigo Loddon
3450,VIC,CASTLEMAINE,Bendigo Loddon
3450,VIC,MOONLIGHT FLAT,Bendigo Loddon
3451,VIC,BARKERS CREEK,Bendigo Loddon
3451,VIC,CAMPBELLS CREEK,Bendigo Loddon
3451,VIC,CHEWTON,Bendigo Loddon
3451,VIC,CHEWTON BUSHLANDS,Bendigo Loddon
3451,VIC,FARADAY,Bendigo Loddon
3451,VIC,FRYERSTOWN,Bendigo Loddon
3451,VIC,GLENLUCE,Bendigo Loddon
3451,VIC,GUILDFORD,Spa Country
3451,VIC,IRISHTOWN,Bendigo Loddon
3451,VIC,MCKENZIE HILL,Bendigo Loddon
3451,VIC,MUCKLEFORD,Bendigo Loddon
3451,VIC,TARILTA,Bendigo Loddon
3451,VIC,VAUGHAN,Bendigo Loddon
3451,VIC,YAPEEN,Bendigo Loddon
3453,VIC,HARCOURT,Bendigo Loddon
3453,VIC,HARCOURT NORTH,Bendigo Loddon
3453,VIC,RAVENSWOOD,Bendigo Loddon
3453,VIC,RAVENSWOOD SOUTH,Bendigo Loddon
3458,VIC,BARRYS REEF,Macedon
3458,VIC,BLACKWOOD,Macedon
3458,VIC,FERN HILL,Spa Country
3458,VIC,LERDERDERG,Macedon
3458,VIC,LITTLE HAMPTON,Spa Country
3458,VIC,NEWBURY,Spa Country
3458,VIC,NORTH BLACKWOOD,Spa Country
3458,VIC,TRENTHAM,Spa Country
3458,VIC,TRENTHAM EAST,Macedon
3460,VIC,BASALT,Spa Country
3460,VIC,DAYLESFORD,Spa Country
3461,VIC,BULLARTO,Spa Country
3461,VIC,BULLARTO SOUTH,Spa Country
3461,VIC,CLYDESDALE,Spa Country
3461,VIC,COOMOORA,Spa Country
3461,VIC,DENVER,Spa Country
3461,VIC,DRUMMOND,Spa Country
3461,VIC,DRY DIGGINGS,Spa Country
3461,VIC,EGANSTOWN,Spa Country
3461,VIC,ELEVATED PLAINS,Spa Country
3461,VIC,FRANKLINFORD,Spa Country
3461,VIC,GLENLYON,Spa Country
3461,VIC,HEPBURN,Spa Country
3461,VIC,HEPBURN SPRINGS,Spa Country
3461,VIC,KORWEINGUBOORA,Spa Country
3461,VIC,LEONARDS HILL,Spa Country
3461,VIC,LYONVILLE,Spa Country
3461,VIC,MOUNT FRANKLIN,Spa Country
3461,VIC,MUSK,Spa Country
3461,VIC,MUSK VALE,Spa Country
3461,VIC,PORCUPINE RIDGE,Spa Country
3461,VIC,SAILORS FALLS,Spa Country
3461,VIC,SAILORS HILL,Spa Country
3461,VIC,SHEPHERDS FLAT,Spa Country
3461,VIC,SPARGO CREEK,Macedon
3461,VIC,STRANGWAYS,Bendigo Loddon
3461,VIC,WHEATSHEAF,Spa Country
3461,VIC,YANDOIT,Spa Country
3461,VIC,YANDOIT HILLS,Bendigo Loddon
3462,VIC,GREEN GULLY,Bendigo Loddon
3462,VIC,MUCKLEFORD SOUTH,Bendigo Loddon
3462,VIC,NEWSTEAD,Bendigo Loddon
3462,VIC,SANDON,Bendigo Loddon
3462,VIC,WELSHMANS REEF,Bendigo Loddon
3463,VIC,BARINGHUP,Bendigo Loddon
3463,VIC,BARINGHUP WEST,Bendigo Loddon
3463,VIC,BRADFORD,Bendigo Loddon
3463,VIC,EASTVILLE,Bendigo Loddon
3463,VIC,GOWER,Bendigo Loddon
3463,VIC,LAANECOORIE,Bendigo Loddon
3463,VIC,MALDON,Bendigo Loddon
3463,VIC,NEEREMAN,Bendigo Loddon
3463,VIC,NUGGETTY,Bendigo Loddon
3463,VIC,TARRENGOWER,Bendigo Loddon
3463,VIC,WALMER,Bendigo Loddon
3463,VIC,WOODSTOCK WEST,Bendigo Loddon
3464,VIC,CARISBROOK,Bendigo Loddon
3465,VIC,ADELAIDE LEAD,Bendigo Loddon
3465,VIC,ALMA,Bendigo Loddon
3465,VIC,BOWENVALE,Bendigo Loddon
3465,VIC,BUNG BONG,Bendigo Loddon
3465,VIC,COTSWOLD,Bendigo Loddon
3465,VIC,CRAIGIE,Bendigo Loddon
3465,VIC,DAISY HILL,Bendigo Loddon
3465,VIC,FLAGSTAFF,Bendigo Loddon
3465,VIC,HAVELOCK,Bendigo Loddon
3465,VIC,HOMEBUSH,Ballarat
3465,VIC,MAJORCA,Bendigo Loddon
3465,VIC,MARYBOROUGH,Bendigo Loddon
3465,VIC,MOOLORT,Bendigo Loddon
3465,VIC,NATTE YALLOCK,Ballarat
3465,VIC,RATHSCAR,Ballarat
3465,VIC,RATHSCAR WEST,Ballarat
3465,VIC,SIMSON,Bendigo Loddon
3465,VIC,TIMOR,Bendigo Loddon
3465,VIC,TIMOR WEST,Bendigo Loddon
3465,VIC,WAREEK,Bendigo Loddon
3467,VIC,AVOCA,Ballarat
3468,VIC,AMPHITHEATRE,Ballarat
3468,VIC,MOUNT LONARCH,Ballarat
3469,VIC,ELMHURST,Ballarat
3469,VIC,GLENLOFTY,Ballarat
3469,VIC,GLENLOGIE,Ballarat
3469,VIC,GLENPATRICK,Ballarat
3469,VIC,NOWHERE CREEK,Ballarat
3472,VIC,BET BET,Bendigo Loddon
3472,VIC,BETLEY,Bendigo Loddon
3472,VIC,BROMLEY,Bendigo Loddon
3472,VIC,DUNLUCE,Bendigo Loddon
3472,VIC,DUNOLLY,Bendigo Loddon
3472,VIC,EDDINGTON,Bendigo Loddon
3472,VIC,GOLDSBOROUGH,Bendigo Loddon
3472,VIC,INKERMAN,Bendigo Loddon
3472,VIC,MCINTYRE,Bendigo Loddon
3472,VIC,MOLIAGUL,Bendigo Loddon
3472,VIC,MOUNT HOOGHLY,Bendigo Loddon
3475,VIC,ARCHDALE,Bendigo Loddon
3475,VIC,ARCHDALE JUNCTION,Bendigo Loddon
3475,VIC,BEALIBA,Bendigo Loddon
3475,VIC,BURKES FLAT,Bendigo Loddon
3475,VIC,COCHRANES CREEK,Bendigo Loddon
3475,VIC,EMU,Central Highlands
3475,VIC,LOGAN,Central Highlands
3477,VIC,AVON PLAINS,Central Highlands
3477,VIC,BEAZLEYS BRIDGE,Central Highlands
3477,VIC,CARAPOOEE,Central Highlands
3477,VIC,CARAPOOEE WEST,Central Highlands
3477,VIC,COONOOER BRIDGE,Wimmera
